,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year
1636,Parthiv Patel,14,13,2,194,45,17.63,165,117.57,0,0,19,4,2012
1637,Yusuf Pathan,17,16,6,194,40,19.4,169,114.79,0,0,10,7,2012
1638,Saurabh Tiwary,15,11,3,191,36,23.87,170,112.35,0,0,9,8,2012
1639,Ravindra Jadeja,19,14,2,191,48,15.91,151,126.49,0,0,13,9,2012
1640,Azhar Mahmood,11,10,2,186,36,23.25,142,130.98,0,0,16,8,2012
1641,Irfan Pathan,17,12,5,176,42,25.14,126,139.68,0,0,14,6,2012
1642,Adam Gilchrist,7,7,2,172,64,34.4,143,120.27,0,1,21,4,2012
1643,Dwayne Smith,7,6,2,157,87,39.25,98,160.2,0,1,18,7,2012
1644,Yogesh Nagar,13,8,3,152,43,30.4,133,114.28,0,0,13,3,2012
1645,Dan Christian,7,7,2,145,39,29.0,118,122.88,0,0,8,6,2012
1646,Manish Pandey,10,9,2,143,80,20.42,112,127.67,0,1,12,6,2012
1647,Nitin Saini,10,10,0,140,50,14.0,141,99.29,0,1,16,0,2012
1648,Venugopal Rao,10,7,1,132,36,22.0,126,104.76,0,0,8,5,2012
1649,Angelo Mathews,9,8,1,127,35,18.14,108,117.59,0,0,5,4,2012
1650,Debabrata Das,15,10,7,126,35,42.0,93,135.48,0,0,9,6,2012
1651,Marlon Samuels,8,8,1,124,46,17.71,123,100.81,0,0,7,5,2012
1652,Mithun Manhas,10,7,3,120,42,30.0,96,125.0,0,0,10,4,2012
1653,Daniel Harris,4,4,0,111,47,27.75,101,109.9,0,0,11,5,2012
1654,Harbhajan Singh,17,11,2,108,33,12.0,80,135.0,0,0,14,3,2012
1655,Albie Morkel,16,12,5,107,28,15.28,68,157.35,0,0,5,6,2012
1656,Piyush Chawla,16,12,4,106,21,13.25,88,120.45,0,0,9,4,2012
1657,David Miller,6,6,3,98,34,32.66,75,130.66,0,0,6,4,2012
1658,Michael Clarke,6,6,0,98,41,16.33,93,105.37,0,0,12,0,2012
1659,Shakib Al Hasan,8,7,1,91,42,15.16,74,122.97,0,0,6,3,2012
1660,Stuart Binny,8,6,2,90,30,22.5,67,134.32,0,0,9,3,2012
1661,Anustup Majumdar,4,4,0,87,31,21.75,76,114.47,0,0,7,2,2012
1662,Gurkeerat Mann Singh,5,4,1,86,29,28.66,52,165.38,0,0,12,2,2012
1663,Richard Levi,6,6,0,83,50,13.83,73,113.69,0,1,10,4,2012
1664,Herschelle Gibbs,3,3,1,81,66,40.5,88,92.04,0,1,8,2,2012
1665,Laxmi Ratan Shukla,11,8,2,75,26,12.5,57,131.57,0,0,4,5,2012
1666,Akshath Reddy,5,3,0,73,42,24.33,59,123.72,0,0,6,2,2012
1667,Bipul Sharma,5,4,1,72,35,24.0,47,153.19,0,0,6,3,2012
1668,Shreevats Goswami,11,6,1,69,24,13.8,67,102.98,0,0,4,1,2012
1669,Vinay Kumar,15,7,2,68,25,13.6,62,109.67,0,0,3,2,2012
1670,Siddharth Chitnis,6,4,1,66,38,22.0,62,106.45,0,0,7,1,2012
1671,Johan Botha,11,7,3,58,14,14.5,54,107.4,0,0,4,1,2012
1672,Aaron Finch,2,2,0,55,30,27.5,51,107.84,0,0,8,0,2012
1673,Lasith Malinga,14,6,0,55,17,9.16,53,103.77,0,0,4,3,2012
1674,Callum Ferguson,4,4,0,50,23,12.5,63,79.36,0,0,3,0,2012
1675,Andre Russell,4,2,0,47,31,23.5,26,180.76,0,0,3,3,2012
1676,Andrew McDonald,4,3,1,47,30,23.5,35,134.28,0,0,6,2,2012
1677,Abhishek Nayar,4,4,1,45,24,15.0,49,91.83,0,0,2,1,2012
1678,Brett Lee,10,3,1,42,25,21.0,20,210.0,0,0,2,4,2012
1679,Bhuvneshwar Kumar,11,9,6,40,11,13.33,40,100.0,0,0,4,0,2012
1680,Kevon Cooper,6,4,2,38,14,19.0,20,190.0,0,0,3,3,2012
1681,Bharat Chipli,5,4,1,37,25,12.33,35,105.71,0,0,3,2,2012
1682,Unmukt Chand,2,2,0,36,18,18.0,34,105.88,0,0,2,3,2012
1683,Pawan Negi,8,4,2,36,14,18.0,29,124.13,0,0,4,1,2012
1684,Ashish Reddy,9,6,2,35,10,8.75,29,120.68,0,0,3,1,2012
1685,Praveen Kumar,16,7,4,35,10,11.66,30,116.66,0,0,2,1,2012
1686,Rajat Bhatia,17,6,3,35,12,11.66,28,125.0,0,0,4,0,2012
1687,Robin Peterson,5,5,2,32,16,10.66,30,106.66,0,0,3,1,2012
1688,Daniel Vettori,9,6,2,31,20,7.75,26,119.23,0,0,3,1,2012
1689,Paul Valthaty,6,6,0,30,13,5.0,51,58.82,0,0,4,0,2012
1690,Murali Kartik,11,4,4,26,14,0.0,21,123.8,0,0,1,1,2012
1691,Dishant Yagnik,5,3,2,25,10,25.0,13,192.3,0,0,5,0,2012
1692,Abhishek Jhunjhunwala,5,3,1,24,19,12.0,26,92.3,0,0,1,1,2012
1693,Ryan ten Doeschate,3,3,1,21,11,10.5,21,100.0,0,0,1,1,2012
1694,Alfonso Thomas,4,2,0,19,12,9.5,15,126.66,0,0,1,1,2012
1695,Srikkanth Anirudha,4,2,2,19,18,0.0,7,271.42,0,0,1,2,2012
1696,Wayne Parnell,6,5,1,19,11,4.75,27,70.37,0,0,2,0,2012
1697,Dale Steyn,12,6,1,19,7,3.8,21,90.47,0,0,0,1,2012
1698,Ryan Harris,5,2,1,18,15,18.0,11,163.63,0,0,1,1,2012
1699,Ankit Sharma,9,4,1,18,15,6.0,13,138.46,0,0,0,2,2012
1700,Ravichandran Ashwin,19,5,2,18,8,6.0,15,120.0,0,0,2,0,2012
1701,Cheteshwar Pujara,3,3,0,17,11,5.66,22,77.27,0,0,1,1,2012
1702,Amit Mishra,14,5,2,16,8,5.33,20,80.0,0,0,1,0,2012
1703,Tirumalasetti Suman,2,2,0,15,10,7.5,19,78.94,0,0,1,1,2012
1704,Ishank Jaggi,3,3,1,15,10,7.5,21,71.42,0,0,0,0,2012
1705,Paras Dogra,3,3,1,15,6,7.5,24,62.5,0,0,0,0,2012
1706,Harmeet Singh Bansal,7,2,1,15,14,15.0,7,214.28,0,0,3,0,2012
1707,Brad Hogg,9,3,1,15,13,7.5,16,93.75,0,0,1,0,2012
1708,Harshal Patel,12,3,1,15,10,7.5,15,100.0,0,0,1,0,2012
1709,Mohammad Kaif,1,1,0,14,14,14.0,16,87.5,0,0,1,0,2012
1710,Sreenath Aravind,1,1,1,14,14,0.0,8,175.0,0,0,3,0,2012
1711,James Faulkner,2,2,1,14,11,14.0,13,107.69,0,0,0,0,2012
1712,Dimitri Mascarenhas,4,3,0,14,9,4.66,16,87.5,0,0,1,0,2012
1713,Doug Bracewell,1,1,1,12,12,0.0,9,133.33,0,0,1,0,2012
1714,Zaheer Khan,16,5,3,12,11,6.0,17,70.58,0,0,1,0,2012
1715,Krishnakant Upadhyay,1,1,1,11,11,0.0,8,137.5,0,0,0,1,2012
1716,Ankeet Chavan,8,2,1,11,7,11.0,8,137.5,0,0,2,0,2012
1717,Ashish Nehra,13,2,2,11,9,0.0,12,91.66,0,0,1,0,2012
1718,Dhawal Kulkarni,2,1,1,10,10,0.0,5,200.0,0,0,2,0,2012
1719,Sunil Narine,15,2,1,9,9,9.0,7,128.57,0,0,2,0,2012
1720,Clint McKay,2,1,0,8,8,8.0,15,53.33,0,0,0,0,2012
1721,Juan Theron,2,1,1,7,7,0.0,6,116.66,0,0,1,0,2012
1722,Shadab Jakati,15,2,2,7,6,0.0,12,58.33,0,0,0,0,2012
1723,Chris Lynn,1,1,0,6,6,6.0,9,66.66,0,0,1,0,2012
1724,Harpreet Singh,1,1,0,6,6,6.0,6,100.0,0,0,0,0,2012
1725,Asad Pathan,2,2,1,6,4,6.0,7,85.71,0,0,0,0,2012
1726,Glenn Maxwell,2,2,1,6,3,6.0,11,54.54,0,0,0,0,2012
1727,Wriddhiman Saha,4,1,0,6,6,6.0,14,42.85,0,0,0,0,2012
1728,Bhargav Bhatt,5,1,1,6,6,0.0,2,300.0,0,0,0,1,2012
1729,Muttiah Muralitharan,10,2,0,6,6,3.0,9,66.66,0,0,0,0,2012
1730,RP Singh,11,5,3,6,3,3.0,12,50.0,0,0,0,0,2012
1731,Nuwan Kulasekara,5,1,1,5,5,0.0,3,166.66,0,0,1,0,2012
1732,Pragyan Ojha,9,3,1,5,4,2.5,14,35.71,0,0,0,0,2012
1733,Siddharth Trivedi,14,1,1,5,5,0.0,6,83.33,0,0,0,0,2012
1734,Mohnish Mishra,1,1,0,4,4,4.0,4,100.0,0,0,1,0,2012
1735,Dwaraka Ravi Teja,2,2,0,4,4,2.0,4,100.0,0,0,1,0,2012
1736,Syed Mohammad,2,1,1,4,4,0.0,1,400.0,0,0,1,0,2012
1737,Thisara Perera,2,2,1,4,4,4.0,9,44.44,0,0,0,0,2012
1738,Manpreet Gony,6,1,0,4,4,4.0,8,50.0,0,0,0,0,2012
1739,Parvinder Awana,12,2,2,4,4,0.0,5,80.0,0,0,0,0,2012
1740,Ali Murtaza,1,1,1,3,3,0.0,5,60.0,0,0,0,0,2012
1741,Doug Bollinger,6,1,0,3,3,3.0,5,60.0,0,0,0,0,2012
1742,Morne Morkel,16,4,2,3,2,1.5,5,60.0,0,0,0,0,2012
1743,Ashok Dinda,7,1,0,2,2,2.0,5,40.0,0,0,0,0,2012
1744,Rahul Sharma,11,5,1,2,2,0.5,11,18.18,0,0,0,0,2012
1745,Umesh Yadav,17,3,1,2,1,1.0,7,28.57,0,0,0,0,2012
1746,Varun Aaron,8,2,0,1,1,0.5,3,33.33,0,0,0,0,2012
1747,Chris Gayle,12,12,3,608,107,67.55,332,183.13,2,3,57,44,2011
1748,Virat Kohli,16,16,4,557,71,46.41,460,121.08,0,4,55,16,2011
1749,Sachin Tendulkar,16,16,3,553,100,42.53,488,113.31,1,2,67,5,2011
1750,Shaun Marsh,14,13,1,504,95,42.0,344,146.51,0,4,52,20,2011
1751,Michael Hussey,14,14,2,492,83,41.0,414,118.84,0,4,53,6,2011
1752,Paul Valthaty,14,14,1,463,120,35.61,338,136.98,1,2,56,20,2011
1753,Suresh Raina,16,16,2,438,73,31.28,325,134.76,0,4,36,17,2011
1754,Murali Vijay,16,16,0,434,95,27.12,339,128.02,0,3,34,20,2011
1755,Virender Sehwag,11,11,0,424,119,38.54,240,176.66,1,2,51,18,2011
1756,Jacques Kallis,15,14,2,424,80,35.33,378,112.16,0,4,46,6,2011
1757,Shikhar Dhawan,14,14,2,400,95,33.33,310,129.03,0,2,47,7,2011
1758,Subramaniam Badrinath,16,13,6,396,71,56.57,313,126.51,0,5,38,9,2011
1759,Ambati Rayudu,16,16,2,395,63,28.21,350,112.85,0,4,44,9,2011
1760,MS Dhoni,16,13,4,392,70,43.55,247,158.7,0,2,25,23,2011
1761,Adam Gilchrist,14,14,0,383,106,27.35,295,129.83,1,2,41,18,2011
1762,Gautam Gambhir,15,15,4,378,75,34.36,317,119.24,0,2,44,3,2011
1763,Rohit Sharma,16,14,3,372,87,33.81,297,125.25,0,3,32,13,2011
1764,Manoj Tiwary,15,14,7,359,61,51.28,325,110.46,0,1,26,14,2011
1765,Kumar Sangakkara,13,13,0,358,65,27.53,293,122.18,0,1,44,5,2011
1766,Brendon McCullum,13,13,0,357,81,27.46,275,129.81,0,1,35,16,2011
1767,Rahul Dravid,12,12,1,343,66,31.18,314,109.23,0,1,45,2,2011
1768,Yuvraj Singh,14,13,3,343,66,34.3,261,131.41,0,2,24,18,2011
1769,Venugopal Rao,14,14,2,336,60,28.0,280,120.0,0,1,30,13,2011
1770,Shane Watson,11,11,1,330,89,33.0,253,130.43,0,1,31,17,2011
1771,David Warner,13,13,0,324,77,24.92,276,117.39,0,3,34,11,2011
1772,AB de Villiers,16,13,4,312,65,34.66,243,128.39,0,2,21,14,2011
1773,Mahela Jayawardena,13,13,0,299,76,23.0,257,116.34,0,3,35,5,2011
1774,Jesse Ryder,13,13,0,292,60,22.46,197,148.22,0,2,37,11,2011
1775,Brad Hodge,14,14,6,285,51,35.62,236,120.76,0,1,26,9,2011
1776,Ravindra Jadeja,14,12,3,283,47,31.44,228,124.12,0,0,20,14,2011
1777,Yusuf Pathan,15,11,1,283,47,28.3,201,140.79,0,0,24,13,2011
1778,Dinesh Karthik,14,13,2,282,69,25.63,220,128.18,0,1,32,7,2011
1779,Robin Uthappa,14,13,3,264,45,26.4,209,126.31,0,0,27,10,2011
1780,Sunny Sohal,11,10,0,249,62,24.9,191,130.36,0,2,25,10,2011
1781,Manish Pandey,10,9,0,246,59,27.33,227,108.37,0,1,28,6,2011
1782,Johan Botha,10,9,4,230,67,46.0,198,116.16,0,1,20,2,2011
1783,Tillakaratne Dilshan,10,10,2,226,59,28.25,180,125.55,0,2,33,3,2011
1784,Bharat Chipli,14,13,5,207,61,25.87,170,121.76,0,1,21,4,2011
1785,JP Duminy,10,10,0,205,55,20.5,174,117.81,0,1,9,8,2011
1786,Parthiv Patel,14,13,3,202,37,20.2,183,110.38,0,0,25,2,2011
1787,James Hopes,10,8,3,196,55,39.2,158,124.05,0,2,22,3,2011
1788,Dan Christian,14,13,2,190,30,17.27,159,119.49,0,0,9,7,2011
1789,Saurabh Tiwary,16,13,5,187,42,23.37,188,99.46,0,0,13,5,2011
1790,Dwaraka Ravi Teja,12,9,2,183,60,26.14,144,127.08,0,1,17,4,2011
1791,Ross Taylor,12,11,6,181,47,36.2,152,119.07,0,0,11,7,2011
1792,Ashok Menaria,13,10,1,180,34,20.0,152,118.42,0,0,10,10,2011
1793,Naman Ojha,14,14,1,160,29,12.3,161,99.37,0,0,11,11,2011
1794,Irfan Pathan,14,12,4,150,44,18.75,138,108.69,0,0,12,6,2011
1795,Kieron Pollard,16,13,3,146,28,14.6,133,109.77,0,0,12,6,2011
1796,Mayank Agarwal,8,7,0,141,41,20.14,120,117.5,0,0,16,4,2011
1797,Albie Morkel,15,13,7,138,30,23.0,102,135.29,0,0,8,8,2011
1798,Eoin Morgan,12,9,0,137,66,15.22,117,117.09,0,1,17,3,2011
1799,Andrew Symonds,11,9,5,135,44,33.75,138,97.82,0,0,9,3,2011
1800,Aiden Blizzard,6,6,0,120,51,20.0,87,137.93,0,1,21,2,2011
1801,Ajinkya Rahane,10,7,1,120,52,20.0,98,122.44,0,1,12,2,2011
1802,Mithun Manhas,10,10,0,114,35,11.4,123,92.68,0,0,8,4,2011
1803,Yogesh Nagar,11,10,3,111,23,15.85,100,111.0,0,0,6,6,2011
1804,Ryan ten Doeschate,6,3,1,107,70,53.5,73,146.57,0,1,9,5,2011
1805,James Franklin,8,5,3,107,45,53.5,78,137.17,0,0,10,2,2011
1806,Cameron White,6,6,2,104,31,26.0,109,95.41,0,0,6,2,2011
1807,Harbhajan Singh,15,8,5,103,30,34.33,71,145.07,0,0,9,6,2011
1808,Davy Jacobs,6,6,0,92,32,15.33,88,104.54,0,0,10,4,2011
1809,Ryan McLaren,6,4,1,90,51,30.0,96,93.75,0,1,7,1,2011
1810,Srikkanth Anirudha,9,5,1,83,64,20.75,74,112.16,0,1,6,3,2011
1811,Travis Birt,5,5,0,75,27,15.0,58,129.31,0,0,9,2,2011
1812,Michael Klinger,4,4,0,73,29,18.25,77,94.8,0,0,9,0,2011
1813,Manvinder Bisla,5,5,0,72,27,14.4,89,80.89,0,0,8,0,2011
1814,Wriddhiman Saha,7,3,2,68,46,68.0,63,107.93,0,0,2,4,2011
1815,Amit Mishra,14,9,5,68,25,17.0,49,138.77,0,0,9,1,2011
1816,Mohnish Mishra,6,5,1,67,37,16.75,60,111.66,0,0,5,2,2011
1817,Tirumalasetti Suman,8,7,1,65,36,10.83,51,127.45,0,0,5,5,2011
1818,David Hussey,8,8,2,64,21,10.66,63,101.58,0,0,3,3,2011
1819,Abhishek Nayar,10,9,2,61,17,8.71,67,91.04,0,0,9,0,2011
1820,Abhishek Raut,7,4,1,60,25,20.0,58,103.44,0,0,5,1,2011
1821,Luke Pomersbach,5,4,0,51,29,12.75,39,130.76,0,0,4,2,2011
1822,Sourav Ganguly,4,3,1,50,32,25.0,59,84.74,0,0,3,2,2011
1823,Mitchell Marsh,5,3,1,50,37,25.0,49,102.04,0,0,2,3,2011
1824,Vinay Kumar,13,7,1,50,18,8.33,47,106.38,0,0,4,1,2011
1825,Amit Paunikar,4,4,0,49,20,12.25,57,85.96,0,0,9,0,2011
1826,Callum Ferguson,5,4,2,48,16,24.0,54,88.88,0,0,6,0,2011
1827,Piyush Chawla,12,6,3,48,15,16.0,55,87.27,0,0,2,2,2011
1828,Aaron Finch,6,6,0,47,25,7.83,46,102.17,0,0,3,3,2011
1829,Mandeep Singh,6,5,1,47,15,11.75,41,114.63,0,0,4,1,2011
1830,Raiphi Gomez,11,8,3,46,26,9.2,50,92.0,0,0,4,1,2011
1831,VVS Laxman,3,3,0,44,36,14.66,42,104.76,0,0,3,2,2011
1832,Sunny Singh,6,5,1,43,20,10.75,31,138.7,0,0,6,1,2011
1833,Graeme Smith,4,4,0,42,24,10.5,51,82.35,0,0,6,0,2011
1834,Mohammad Kaif,8,4,1,41,15,13.66,33,124.24,0,0,5,0,2011
1835,Morne Morkel,11,5,3,40,16,20.0,25,160.0,0,0,3,2,2011
1836,Stuart Binny,6,2,1,37,30,37.0,31,119.35,0,0,2,1,2011
1837,Wayne Parnell,8,5,2,37,16,12.33,39,94.87,0,0,2,1,2011
1838,Dale Steyn,12,5,1,36,13,9.0,35,102.85,0,0,3,0,2011
1839,Cheteshwar Pujara,7,3,0,34,25,11.33,31,109.67,0,0,4,0,2011
1840,Asad Pathan,6,5,1,33,14,8.25,16,206.25,0,0,5,2,2011
1841,Ryan Harris,13,7,2,31,17,6.2,39,79.48,0,0,3,0,2011
1842,Shreevats Goswami,5,4,0,29,22,7.25,29,100.0,0,0,5,0,2011
1843,Shakib Al Hasan,7,3,1,29,26,14.5,22,131.81,0,0,4,0,2011
1844,Ishank Jaggi,2,2,0,28,25,14.0,37,75.67,0,0,3,0,2011
1845,Abhimanyu Mithun,12,6,3,27,11,9.0,20,135.0,0,0,3,1,2011
1846,Praveen Kumar,13,7,4,27,15,9.0,31,87.09,0,0,2,1,2011
1847,Nathan McCullum,2,2,1,26,15,26.0,22,118.18,0,0,0,1,2011
1848,Owais Shah,3,2,0,26,23,13.0,15,173.33,0,0,1,2,2011
1849,Rajagopal Sathish,9,3,1,25,18,12.5,34,73.52,0,0,1,0,2011
1850,Rajat Bhatia,14,6,3,25,11,8.33,22,113.63,0,0,3,0,2011
1851,Rahul Sharma,14,5,2,24,13,8.0,21,114.28,0,0,1,2,2011
1852,Bipul Sharma,4,3,2,23,16,23.0,18,127.77,0,0,1,0,2011
1853,Thisara Perera,4,2,0,23,22,11.5,27,85.18,0,0,4,0,2011
1854,Daniel Vettori,13,4,3,23,18,23.0,28,82.14,0,0,1,1,2011
1855,Matthew Wade,3,3,0,22,11,7.33,33,66.66,0,0,0,0,2011
1856,Colin Ingram,3,3,1,21,13,10.5,26,80.76,0,0,2,0,2011
1857,Zaheer Khan,15,2,0,21,21,10.5,24,87.5,0,0,2,0,2011
1858,Faiz Fazal,2,2,0,19,16,9.5,19,100.0,0,0,3,0,2011
1859,Y Gnaneswara Rao,2,1,0,19,19,19.0,17,111.76,0,0,3,0,2011
1860,Brad Haddin,1,1,0,18,18,18.0,11,163.63,0,0,2,1,2011
1861,Sachin Rana,2,1,0,18,18,18.0,16,112.5,0,0,2,0,2011
1862,Johan van der Wath,3,3,1,18,14,9.0,16,112.5,0,0,1,1,2011
1863,Kedar Jadhav,6,4,1,18,12,6.0,23,78.26,0,0,1,0,2011
1864,Dishant Yagnik,7,4,3,16,10,16.0,22,72.72,0,0,1,0,2011
1865,Syed Mohammad,5,2,2,15,13,0.0,12,125.0,0,0,2,0,2011
1866,Iqbal Abdulla,15,2,2,15,12,0.0,12,125.0,0,0,1,0,2011
1867,Laxmi Ratan Shukla,1,1,0,14,14,14.0,10,140.0,0,0,2,0,2011
1868,Harpreet Singh,2,2,1,14,13,14.0,20,70.0,0,0,0,0,2011
1869,Roelof van der Merwe,4,4,4,14,8,0.0,16,87.5,0,0,1,0,2011
1870,Balachandra Akhil,1,1,0,13,13,13.0,9,144.44,0,0,0,1,2011
1871,Sreenath Aravind,13,2,2,13,11,0.0,8,162.5,0,0,2,0,2011
1872,Murali Kartik,6,3,2,12,11,12.0,15,80.0,0,0,1,0,2011
1873,Ramesh Powar,5,3,2,11,8,11.0,13,84.61,0,0,0,0,2011
1874,Dwayne Bravo,6,2,1,11,6,11.0,6,183.33,0,0,1,1,2011
1875,Tim Paine,2,2,0,10,8,5.0,26,38.46,0,0,0,0,2011
1876,Abhishek Jhunjhunwala,3,2,0,10,10,5.0,18,55.55,0,0,2,0,2011
1877,Shaun Tait,4,2,1,10,10,10.0,10,100.0,0,0,1,0,2011
1878,Shane Warne,13,4,2,10,5,5.0,20,50.0,0,0,1,0,2011
1879,Siddharth Chitnis,1,1,0,9,9,9.0,9,100.0,0,0,1,0,2011
1880,Swapnil Asnodkar,1,1,0,9,9,9.0,9,100.0,0,0,1,0,2011
1881,Andrew McDonald,1,1,0,8,8,8.0,7,114.28,0,0,0,0,2011
1882,Charl Langeveldt,3,1,0,8,8,8.0,8,100.0,0,0,0,1,2011
1883,Lasith Malinga,16,4,1,8,7,2.66,9,88.88,0,0,0,1,2011
1884,Ishan Malhotra,1,1,1,7,7,0.0,4,175.0,0,0,1,0,2011
1885,Arun Karthik,3,2,0,7,6,3.5,8,87.5,0,0,1,0,2011
1886,Ajit Agarkar,7,2,1,7,7,7.0,6,116.66,0,0,1,0,2011
1887,Mark Boucher,4,3,2,6,5,6.0,6,100.0,0,0,0,0,2011
1888,Pinal Shah,2,1,0,5,5,5.0,5,100.0,0,0,1,0,2011
1889,Scott Styris,2,1,1,5,5,0.0,2,250.0,0,0,1,0,2011
1890,Muttiah Muralitharan,5,1,1,5,5,0.0,8,62.5,0,0,0,0,2011
1891,Brett Lee,12,4,1,5,2,1.66,9,55.55,0,0,0,0,2011
1892,Sridharan Sriram,1,1,0,4,4,4.0,7,57.14,0,0,0,0,2011
1893,Shalabh Srivastava,6,2,2,4,3,0.0,3,133.33,0,0,0,0,2011
1894,Ishant Sharma,12,5,5,4,1,0.0,5,80.0,0,0,0,0,2011
1895,Lakshmipathy Balaji,14,2,2,4,3,0.0,2,200.0,0,0,0,0,2011
1896,Ryan Ninan,2,1,0,3,3,3.0,6,50.0,0,0,0,0,2011
1897,Unmukt Chand,2,2,0,2,2,1.0,12,16.66,0,0,0,0,2011
1898,Ali Murtaza,5,1,1,2,2,0.0,5,40.0,0,0,0,0,2011
1899,Dhawal Kulkarni,6,2,1,2,2,2.0,4,50.0,0,0,0,0,2011
1900,Shrikant Wagh,7,2,0,2,2,1.0,3,66.66,0,0,0,0,2011
1901,Suraj Randiv,8,1,0,2,2,2.0,4,50.0,0,0,0,0,2011
1902,RP Singh,14,5,2,2,1,0.66,4,50.0,0,0,0,0,2011
1903,Ravichandran Ashwin,16,2,0,2,2,1.0,6,33.33,0,0,0,0,2011
1904,Ankeet Chavan,2,1,0,1,1,1.0,3,33.33,0,0,0,0,2011
1905,Umesh Yadav,7,2,1,1,1,1.0,5,20.0,0,0,0,0,2011
1906,Amit Singh,9,2,0,1,1,0.5,4,25.0,0,0,0,0,2011
1907,Shanthakumaran Sreesanth,9,3,1,1,1,0.5,9,11.11,0,0,0,0,2011
1908,Sachin Tendulkar,15,15,2,618,89,47.53,466,132.61,0,5,86,3,2010
1909,Jacques Kallis,16,16,4,572,89,47.66,494,115.78,0,6,67,9,2010
1910,Suresh Raina,16,16,5,520,83,47.27,364,142.85,0,4,45,22,2010
1911,Sourav Ganguly,14,14,1,493,88,37.92,419,117.66,0,4,58,15,2010
1912,Murali Vijay,15,15,2,458,127,35.23,292,156.84,1,2,36,26,2010
1913,Mahela Jayawardena,13,13,3,439,110,43.9,298,147.31,1,1,55,11,2010
1914,Andrew Symonds,16,16,2,429,54,30.64,341,125.8,0,4,35,18,2010
1915,Saurabh Tiwary,16,15,1,419,61,29.92,309,135.59,0,3,29,18,2010
1916,Rohit Sharma,16,16,2,404,73,28.85,302,133.77,0,3,36,14,2010
1917,Naman Ojha,14,14,2,377,94,31.41,285,132.28,0,2,42,15,2010
1918,Robin Uthappa,16,14,2,374,68,31.16,218,171.55,0,3,21,27,2010
1919,Kumar Sangakkara,13,12,0,357,56,29.75,257,138.91,0,2,47,5,2010
1920,Ambati Rayudu,14,14,1,356,55,27.38,246,144.71,0,2,34,13,2010
1921,Virender Sehwag,14,14,0,356,75,25.42,218,163.3,0,3,47,14,2010
1922,Subramaniam Badrinath,16,15,4,356,55,32.36,303,117.49,0,2,41,5,2010
1923,Matthew Hayden,16,16,0,346,93,21.62,279,124.01,0,1,37,16,2010
1924,Yusuf Pathan,14,14,2,333,100,27.75,201,165.67,1,1,22,24,2010
1925,Tirumalasetti Suman,14,14,5,307,78,34.11,257,119.45,0,2,23,12,2010
1926,Virat Kohli,16,13,2,307,58,27.9,212,144.81,0,1,26,12,2010
1927,Chris Gayle,9,9,0,292,88,32.44,184,158.69,0,2,30,16,2010
1928,Adam Gilchrist,16,16,0,289,54,18.06,185,156.21,0,1,31,16,2010
1929,MS Dhoni,13,11,2,287,66,31.88,210,136.66,0,2,26,8,2010
1930,David Warner,11,11,1,282,107,28.2,191,147.64,1,1,27,14,2010
1931,Michael Lumb,11,11,0,278,83,25.27,192,144.79,0,1,45,6,2010
1932,Dinesh Karthik,14,14,1,278,69,21.38,237,117.29,0,1,26,6,2010
1933,Gautam Gambhir,11,10,1,277,72,30.77,217,127.64,0,2,32,2,2010
1934,Irfan Pathan,14,13,5,276,60,34.5,186,148.38,0,1,21,10,2010
1935,Kieron Pollard,14,14,2,273,45,22.75,147,185.71,0,0,23,17,2010
1936,Herschelle Gibbs,10,10,0,267,50,26.7,235,113.61,0,1,26,9,2010
1937,Rahul Dravid,16,11,2,256,52,28.44,199,128.64,0,1,34,3,2010
1938,Yuvraj Singh,14,14,2,255,43,21.25,199,128.14,0,0,20,14,2010
1939,Manish Pandey,13,13,1,249,42,20.75,226,110.17,0,0,27,7,2010
1940,Ravi Bopara,10,9,1,248,77,31.0,214,115.88,0,2,25,3,2010
1941,Manoj Tiwary,13,11,2,237,75,26.33,186,127.41,0,2,23,5,2010
1942,Kevin Pietersen,7,7,3,236,66,59.0,157,150.31,0,2,23,8,2010
1943,Angelo Mathews,14,11,4,233,65,33.28,184,126.63,0,1,18,8,2010
1944,Manvinder Bisla,10,10,0,218,75,21.8,178,122.47,0,1,27,6,2010
1945,Paul Collingwood,8,7,2,203,75,40.6,156,130.12,0,3,9,13,2010
1946,Albie Morkel,14,11,3,198,62,24.75,131,151.14,0,1,10,13,2010
1947,Shikhar Dhawan,10,10,0,191,56,19.1,170,112.35,0,2,23,3,2010
1948,Shane Watson,6,5,0,185,60,37.0,114,162.28,0,2,18,9,2010
1949,Abhishek Jhunjhunwala,13,11,2,183,53,20.33,166,110.24,0,1,16,4,2010
1950,Adam Voges,9,7,3,181,45,45.25,143,126.57,0,0,15,3,2010
1951,Mohnish Mishra,11,11,0,166,41,15.09,144,115.27,0,0,18,6,2010
1952,Faiz Fazal,10,9,1,164,45,20.5,154,106.49,0,0,19,1,2010
1953,JP Duminy,7,7,2,157,42,31.4,131,119.84,0,0,13,5,2010
1954,Mithun Manhas,9,8,4,157,32,39.25,149,105.36,0,0,14,0,2010
1955,Shaun Marsh,4,4,1,147,88,49.0,114,128.94,0,2,14,6,2010
1956,Cheteshwar Pujara,10,6,2,122,45,30.5,115,106.08,0,0,14,3,2010
